#,Date-Time (PST),Ch: 1 - Temperature   (°C),Host Connected,Button Down,Button Up,End of File
411,05/18/2022 19:56:09,33.16,,,,
412,05/18/2022 20:01:09,32.64,,,,
413,05/18/2022 20:06:09,32.13,,,,
414,05/18/2022 20:11:09,31.66,,,,
415,05/18/2022 20:16:09,31.27,,,,
416,05/18/2022 20:21:09,30.71,,,,
417,05/18/2022 20:26:09,30.20,,,,
418,05/18/2022 20:31:09,29.81,,,,
419,05/18/2022 20:36:09,29.47,,,,
420,05/18/2022 20:41:09,29.30,,,,
421,05/18/2022 20:46:09,29.30,,,,
422,05/18/2022 20:51:09,29.21,,,,
423,05/18/2022 20:56:09,29.04,,,,
424,05/18/2022 21:01:09,28.91,,,,
425,05/18/2022 21:06:09,28.78,,,,
426,05/18/2022 21:11:09,28.57,,,,
427,05/18/2022 21:16:09,28.27,,,,
428,05/18/2022 21:21:09,27.93,,,,
429,05/18/2022 21:26:09,27.58,,,,
430,05/18/2022 21:31:09,27.24,,,,
431,05/18/2022 21:36:09,26.85,,,,
432,05/18/2022 21:41:09,26.64,,,,
433,05/18/2022 21:46:09,26.55,,,,
434,05/18/2022 21:51:09,26.51,,,,
435,05/18/2022 21:56:09,26.42,,,,
436,05/18/2022 22:01:09,26.25,,,,
437,05/18/2022 22:06:09,26.30,,,,
438,05/18/2022 22:11:09,26.47,,,,
439,05/18/2022 22:16:09,26.60,,,,
440,05/18/2022 22:21:09,26.77,,,,
441,05/18/2022 22:26:09,26.72,,,,
442,05/18/2022 22:31:09,26.60,,,,
443,05/18/2022 22:36:09,26.47,,,,
444,05/18/2022 22:41:09,26.17,,,,
445,05/18/2022 22:46:09,25.95,,,,
446,05/18/2022 22:51:09,25.78,,,,
447,05/18/2022 22:56:09,25.78,,,,
448,05/18/2022 23:01:09,25.61,,,,
449,05/18/2022 23:06:09,25.57,,,,
450,05/18/2022 23:11:09,25.35,,,,
451,05/18/2022 23:16:09,25.14,,,,
452,05/18/2022 23:21:09,24.97,,,,
453,05/18/2022 23:26:09,24.71,,,,
454,05/18/2022 23:31:09,24.41,,,,
455,05/18/2022 23:36:09,24.11,,,,
456,05/18/2022 23:41:09,23.72,,,,
457,05/18/2022 23:46:09,23.34,,,,
458,05/18/2022 23:51:09,23.08,,,,
459,05/18/2022 23:56:09,22.91,,,,
460,05/19/2022 00:01:09,22.78,,,,
461,05/19/2022 00:06:09,22.61,,,,
462,05/19/2022 00:11:09,22.39,,,,
463,05/19/2022 00:16:09,22.13,,,,
464,05/19/2022 00:21:09,22.18,,,,
465,05/19/2022 00:26:09,22.78,,,,
466,05/19/2022 00:31:09,23.29,,,,
467,05/19/2022 00:36:09,23.68,,,,
468,05/19/2022 00:41:09,23.98,,,,
469,05/19/2022 00:46:09,24.19,,,,
470,05/19/2022 00:51:09,24.32,,,,
471,05/19/2022 00:56:09,24.45,,,,
472,05/19/2022 01:01:09,24.49,,,,
473,05/19/2022 01:06:09,24.66,,,,
474,05/19/2022 01:11:09,24.66,,,,
475,05/19/2022 01:16:09,24.71,,,,
476,05/19/2022 01:21:09,24.66,,,,
477,05/19/2022 01:26:09,24.62,,,,
478,05/19/2022 01:31:09,24.54,,,,
479,05/19/2022 01:36:09,24.54,,,,
480,05/19/2022 01:41:09,24.45,,,,
481,05/19/2022 01:46:09,24.41,,,,
482,05/19/2022 01:51:09,24.41,,,,
483,05/19/2022 01:56:09,24.28,,,,
484,05/19/2022 02:01:09,24.28,,,,
485,05/19/2022 02:06:09,24.24,,,,
486,05/19/2022 02:11:09,24.06,,,,
487,05/19/2022 02:16:09,23.98,,,,
488,05/19/2022 02:21:09,23.94,,,,
489,05/19/2022 02:26:09,23.85,,,,
490,05/19/2022 02:31:09,23.85,,,,
491,05/19/2022 02:36:09,23.85,,,,
492,05/19/2022 02:41:09,23.81,,,,
493,05/19/2022 02:46:09,23.81,,,,
494,05/19/2022 02:51:09,23.76,,,,
495,05/19/2022 02:56:09,23.72,,,,
496,05/19/2022 03:01:09,23.68,,,,
497,05/19/2022 03:06:09,23.68,,,,
498,05/19/2022 03:11:09,23.59,,,,
499,05/19/2022 03:16:09,23.51,,,,
500,05/19/2022 03:21:09,23.46,,,,
501,05/19/2022 03:26:09,23.51,,,,
502,05/19/2022 03:31:09,23.46,,,,
503,05/19/2022 03:36:09,23.55,,,,
504,05/19/2022 03:41:09,23.55,,,,
505,05/19/2022 03:46:09,23.59,,,,
506,05/19/2022 03:51:09,23.38,,,,
507,05/19/2022 03:56:09,23.12,,,,
508,05/19/2022 04:01:09,22.91,,,,
509,05/19/2022 04:06:09,22.73,,,,
510,05/19/2022 04:11:09,22.78,,,,
511,05/19/2022 04:16:09,22.78,,,,
512,05/19/2022 04:21:09,22.73,,,,
513,05/19/2022 04:26:09,22.73,,,,
514,05/19/2022 04:31:09,22.56,,,,
515,05/19/2022 04:36:09,22.43,,,,
516,05/19/2022 04:41:09,22.35,,,,
517,05/19/2022 04:46:09,22.18,,,,
518,05/19/2022 04:51:09,21.96,,,,
519,05/19/2022 04:56:09,21.79,,,,
520,05/19/2022 05:01:09,21.53,,,,
521,05/19/2022 05:06:09,21.32,,,,
522,05/19/2022 05:11:09,21.10,,,,
523,05/19/2022 05:16:09,20.85,,,,
524,05/19/2022 05:21:09,20.68,,,,
525,05/19/2022 05:26:09,20.46,,,,
526,05/19/2022 05:31:09,20.33,,,,
527,05/19/2022 05:36:09,20.20,,,,
528,05/19/2022 05:41:09,20.12,,,,
529,05/19/2022 05:46:09,20.07,,,,
530,05/19/2022 05:51:09,19.99,,,,
531,05/19/2022 05:56:09,19.99,,,,
532,05/19/2022 06:01:09,19.90,,,,
533,05/19/2022 06:06:09,19.82,,,,
534,05/19/2022 06:11:09,19.82,,,,
535,05/19/2022 06:16:09,19.95,,,,
536,05/19/2022 06:21:09,20.20,,,,
537,05/19/2022 06:26:09,20.55,,,,
538,05/19/2022 06:31:09,20.89,,,,
539,05/19/2022 06:36:09,21.32,,,,
